Purchase_Amount,Purchase_Frequency,Age,Income,Gender,Location,Customer_Class
-1.4681086791033442,2.963108456306708,-0.34004914413879606,1.5400020167750432,Male,-0.40932608413566807,1
2.3956961355257427,0.7063884003022237,3.506450258199457,0.27806926073582594,Female,1.3965280075776705,0
0.9887708648006067,0.18185791696841305,0.15485434356822747,1.2653353407288366,Male,-1.2624720226314214,1
-2.6058210493018343,-0.019195550400830694,0.217687293799816,-3.430055696140972,Female,-0.11139853211641326,0
-0.6430532882884155,0.9340337599723358,0.6899037576655334,0.6529108589967874,Female,-1.0642055026941364,1
-0.08252081664240718,-0.47072340820385117,-1.645844426572385,-0.4452605666506142,Male,-2.4853782535593867,2
-1.8549843223225784,1.1492593500306345,-0.09297311708555522,-2.4896342663511044,Female,-0.21982812445587652,0
-0.2984153465420336,1.6407289410055337,-1.3749507789685644,-0.4761754095614613,Male,-1.210683363584517,0
-1.2711610189682687,0.09187093358020086,3.114460341965145,-2.019944487557137,Female,0.753224453540866,2
2.501794928016812,-0.17865211903219516,-1.5072991913405525,-2.112755106443002,Male,1.3605971354528348,0
-0.5038981436367,-0.24096713171201598,-0.2142225825699392,0.30712463305182425,Male,-2.113486839515396,2
1.0512862737652044,-0.9727407736318192,1.5817082243280167,0.7957143434196476,Female,-0.5862001534417332,1
-1.5374375865173637,0.37921565683347,-0.5774706659703944,-2.702075536121562,Male,-1.1787433776209657,0
-1.4387456751237582,0.8641807048417827,1.0376831440154688,0.37547676199277324,Female,2.073070404867519,2
2.6157937852611894,0.28582349040398747,0.8828522289475347,-1.5618459565047553,Female,0.926346069523427,0
-2.714321180751866,0.2320062831488026,0.2800816792709362,0.44816923382890783,Female,0.8832107680323941,2
-0.8754550640647509,0.9099957821212328,-2.1477816553458178,0.004444916232459795,Male,-1.8696558659396656,2
-2.5037217440343094,-0.6584431660122955,0.6090276765950686,0.4863190170495634,Female,1.3141101502502444,2
-0.5502869578007579,-0.07952726770819862,-0.3692264842689307,0.31757228386024905,Male,-1.2907299579062403,1
-0.6561927618085235,0.7282358290884481,-2.620146816306466,1.4917145043694293,Male,-2.418494056975267,1
-3.3121955073290548,-1.3644360722421929,1.7950236509218107,-2.1268250996307114,Female,1.4686882534152073,2
-0.8163375690074692,-0.21051133659974086,-2.16394975232647,-0.21187826477936333,Male,-1.8339201656173718,2
1.1653240916292544,-0.3195735582908373,0.7613975527394353,1.3401612965530798,Female,-1.563449286400517,1
1.844040732241138,1.0417542290197623,-0.1006184049457346,4.34369622570982,Male,0.764227558103135,2
-2.823491511847221,1.3985302747071633,1.2067347700254494,-0.3167893546922631,Female,0.40079947504394453,2
0.31715660094281595,-1.7609364366308586,0.693600874864905,2.718267439821936,Female,0.7679839535303058,2
-0.9833964839041649,-2.0084837161435005,-0.8342980891817973,-2.678341195262548,Male,-1.8419426100175822,0
2.6807624711171414,-0.8128790308993932,0.8203256055836472,-2.3095223865505723,Female,-1.0697653790600028,0
0.8590662489817582,-2.67024599742681,-1.0242430161080893,0.7009085956459472,Male,-1.3523898736030842,2
-0.6076383658468434,1.1386170714537858,0.9989260402956776,2.160771616923382,Female,0.6188167727180846,2
1.612440561672372,2.6741038924860177,-1.1267324135846677,0.4731170470514968,Male,-2.0345313865145527,2
-3.0415250992196468,1.5458104271641642,-0.9231968796173213,2.5085560135209666,Male,-1.126783371988846,2
-1.6500992404191965,0.6100587675562035,-0.8481161414780847,-1.8273057829358357,Male,-1.2155618360118905,0
-0.7095947279072667,0.7757856567932201,-0.7306758596493304,-1.7110829395455518,Male,-1.0073175851105638,0
-6.649364747891242,0.7394634692351869,-0.3533159445434402,-0.12757544379803432,Male,-0.33501744347667284,2
3.6872527632892544,-0.3383080664634478,0.45110513095692006,3.8320170781932448,Male,1.7787915788083417,2
-0.06542432785773933,-1.3499860465149938,-0.12237853339596605,1.0370699956108251,Male,-1.2419807476646867,1
-1.1177440373733258,-0.7046087341878011,1.5362863578966084,0.14493280451766388,Female,1.8774786351553312,0
-1.2353415430328756,2.210890992800781,-0.829404151310673,1.0432156850652585,Male,-1.8479987275028589,1
-0.9820905491826571,0.4549177367416812,0.47115195719050507,0.5493791446988441,Female,3.11753288190073,2
-0.21503998895302145,1.9866712645733091,0.5786274815114281,0.3213514995115456,Female,0.7673899354864546,0
-0.5292464023819172,-0.0912575523316285,-1.1371159174525627,-0.24824687521776756,Male,-0.5399567738158336,0
1.6546086756927498,0.48879331552664823,-0.5738890245211508,1.3428897571748404,Male,-1.011286652167321,2
2.5844016382262485,0.6723592088835013,0.02083053087749187,3.4923335312937884,Male,1.644248165632264,2
0.10981420753665283,0.9826569072723415,1.1525082446795607,-0.933525584581422,Female,2.6965135545468906,0
-0.024303104554939337,1.1569136906963997,-0.6703188522451438,1.9354698936050267,Male,-1.5559518907774696,1
-3.3970727938679053,0.2942483127670564,1.7571232738706835,-1.0807058852695794,Female,0.28909535255721797,2
2.73594733303268,-0.2558738159157799,0.024128234100821433,-3.6803864634145356,Female,0.7481407482521393,0
-1.464256496408955,0.8028040582132207,-1.0929790449835477,-1.058581328489367,Male,-1.3710415763424262,0
0.45275333650051275,1.2886231278380933,-1.7416497112981724,-0.05387933985219706,Male,-2.7550057712673603,2
-0.15073766911699882,-1.1698930256252877,-0.8146888633157798,-1.9653337509053945,Female,1.8978678896745627,0
1.243580257148303,0.23221450595489967,2.041176362587616,-1.6588756535883362,Female,2.4479410582318506,0
-0.9661725341694392,1.9346812294138171,-0.23508514923192048,-2.4992983127555854,Female,-0.37800714420803894,0
0.614765296263045,1.409191028599123,1.64777572700427,2.3044634246629183,Female,0.9329630734869907,2
-2.6657354618392803,-0.1736290332376506,-0.7465545006637764,2.532262878253543,Male,0.4630749548183585,2
0.9286979892453422,0.675390735292989,0.6918330423566533,1.4865644043886388,Male,-2.3819056725725405,1
0.12183140173160167,-0.9879326079059207,-1.897031812748881,-0.4210007053803879,Male,-2.840494520587285,2
-0.08275466658621267,0.7923484089436821,1.878285242052951,-0.5854245446045871,Female,2.8146984937495922,2
0.5550471563296393,0.5022912253823866,2.480848641168124,0.134102715836248,Female,2.0826878714421087,2
-1.5061293500612678,-0.8646021411179935,-0.5046878224513532,1.0530535449010754,Male,-0.52088911928537,1
0.897684896993616,1.962796243370614,2.2955033677172354,0.028232450932493935,Female,2.1687050914360846,2
1.4916152975126824,-0.30680351444859494,1.2301719314350283,0.012735589582781759,Female,0.38592269451103345,1
0.11335009306891253,-1.027597751412429,1.6499722953463445,0.6499583712599584,Female,1.7686776013670609,0
-0.8818461496452176,-0.10667568194432107,-0.05560936575047226,-3.3488790489674063,Female,-0.6808166021346345,0
-1.2350400062860778,-1.4235706421811276,-0.9823816646904551,0.6086074703082405,Male,0.3598791334115852,0
-0.5427904329252801,-0.39833644413023683,-0.4906635619062738,-1.355893315201107,Male,0.12226934480032137,0
1.2344012376821323,-0.47745752344711834,-1.6706103623383441,0.7341347662139452,Male,-2.7512404437957927,1
0.9222656124748767,0.07673423871651144,0.9762222101520286,0.11983783558455419,Female,-0.8195028608293244,1
2.243386108357224,0.7633416249370387,2.272175007806605,2.0332644805884796,Female,1.054028378761862,2
-3.6091499676355134,-0.3853700006509044,-1.174418389743833,2.138966438409762,Male,0.215285991263805,2
-0.11442615308230297,0.3708071855416861,-0.7373526544276658,0.9932702846445132,Male,-1.256464093327387,1
1.0338613328490542,-0.7693610487280315,2.063653576983219,-0.44445986616166144,Female,-0.22119432133742678,0
1.1638008519001275,-1.8392105528461162,1.744015647805699,0.30563216140710614,Female,-0.17614434352956554,1
-4.044225724064068,-0.7085912669382154,0.73429741660187,-0.38659711674770714,Female,0.016591606528870484,2
-1.1249426064040968,-1.3096368741085314,-0.5638570375224881,1.2832336718742154,Male,-0.5488258089503976,1
-1.1501593050251064,-1.7085185032307209,-0.5897547358047968,0.45614117024429723,Male,-0.9747990688950932,1
-0.6407483914978989,-1.1509905640105735,1.092534965573887,1.464071978798102,Female,0.7924255583149666,2
0.8466646803484748,0.03839400823865098,-0.16727952429502602,1.8702748775928106,Male,-0.4808722385502999,2
-1.025347814977891,-0.3172885656638249,-1.1414899042461346,-1.1032603726310866,Male,-1.2055298936313934,0
-2.182823988208784,-0.004621688903522317,-1.838120858432712,0.7865830884299088,Male,-1.514429570664916,1
0.7976031599873161,-0.10380668113433723,-0.2166322827254843,1.5912607366900817,Male,-1.553436785750811,1
-0.25954234209885607,1.2305604288692062,-2.070078043141311,1.838987132271221,Male,-1.4585845949962923,0
-0.6747314529927897,0.3267644776615085,-2.1027358003692447,1.192670576154697,Male,-1.7991100801098705,1
0.8947338878341633,-0.4659619366267645,1.7646054802318833,0.5760958387034663,Female,-0.8137752255042698,1
-0.029040830483307856,1.1082668228289316,0.453089934096495,-1.503404220059513,Female,0.9110857010545662,0
1.071954737425699,0.09796326447612663,-2.2274234909315926,0.13637964584469742,Male,-3.0567945561743968,2
-3.046418237882413,1.5940821319518448,0.07417598316692198,-3.811380137125565,Female,-0.7651254852766571,0
-0.8972917772578952,-0.35315403794558076,0.3338825471387935,2.193445785411794,Male,-0.39358363795653784,2
-0.6208072312428072,1.7318994673630033,-1.1555515212141847,-0.4426182461055199,Male,-0.8399940079208386,0
2.0356091846582283,-0.07330515708955748,-0.9295055522487687,1.5625797287855865,Male,-0.8362250583029414,2
1.008170609608941,-0.9043058134946586,-1.1245168500187692,1.588140021370689,Male,-0.040934653928568654,2
-4.853612026281712,0.5724519350122764,-0.05750853058945604,0.27444214444585047,Male,-0.1633193693993833,2
1.0647487062392025,0.9227850961708667,-1.0912173727558694,1.2851662209614263,Male,-1.1764523397228939,2
-2.004754202813212,-0.9979552870231718,-0.13076175735771456,-2.12612122875728,Female,0.01439768959787191,0
-0.10043738068302555,0.17865548101291287,-1.5912885537718167,0.30141178299212545,Male,-1.213092934979507,0
-0.6602169291184401,-0.5614830247660237,-0.3103332405708725,3.805166230851562,Male,0.13521321027197752,2
0.5287742500102852,-1.714454053725157,-0.6269105856849735,1.2920556219421844,Male,-0.868112908895301,1
-0.4868982971272833,-0.37256884237644927,-1.0481095750562106,-0.21987840273231363,Male,-0.45741682983674836,0
-0.5809370188774227,0.2689635141233141,-1.2094450573529332,1.4695081142738955,Male,-1.6278530506315114,1
1.0836629606946582,0.2882291303452953,0.8672012273774145,-0.7477322385061402,Female,-0.37705609133787377,0
0.03540288969377192,1.3165461721846896,1.1282893192384775,-0.04765112728390686,Female,-0.04932355991427151,1
-1.542552785229664,1.1941601825244574,-1.0509139657128794,-1.2227894988868746,Male,-1.4083997296218371,0
-3.3301865340828916,0.31524492657085446,0.5273559327094886,-0.1650079762235499,Female,0.6012615824862388,2
0.7635345958495244,-1.8355464107883155,0.7210651181885126,1.3776341836431332,Female,-1.1221727402964792,1
-0.7175265744552382,0.5589059611641611,-0.7672182385620182,0.45633172506214004,Male,-0.7605524861519797,1
-2.0360744363815777,-1.1953167981905863,-2.303220769973951,1.3565161519706674,Male,-1.1211506611556348,1
1.0349364027953267,-0.13766383036028432,-1.2607733465599853,0.3060920808061337,Male,-1.9803507820658988,2
-1.5675630579714874,0.9334184829582883,2.21790425094657,-0.33012557142886134,Female,0.3634801142424102,2
2.3146520971854,-0.4001408417858246,1.5003756355033542,-1.736220169405641,Female,0.056630458025432096,0
1.2613163994280268,-0.40347305999300503,-0.8991096553261022,1.8848169793204854,Male,0.2987420286168416,2
-1.0750703595227074,-1.066656133057809,-0.09472519174812766,1.1019218380994045,Male,0.00376183693707155,1
-1.7048413829626492,-1.074305386226487,-0.4995785566523785,-2.5271955144904226,Female,-1.1619871545656844,0
-2.1915802010299323,-0.6644986814722349,-0.9057786437874674,1.284074033125572,Male,-0.03812080100833526,1
-2.7178520104467196,0.4350843979662737,-0.04176613970856535,-2.9472500384018123,Female,-0.3185971514121687,0
1.2432781789401086,0.9213180488381532,0.5606641715458749,0.5640101741000704,Female,-0.16598741680730345,1
0.41077158085296894,1.7475549076232633,0.09650542033635023,1.883854383861471,Male,-2.2826120537550114,1
0.3165152795015025,0.79114671151253,-0.48680305750321673,1.0639489679045435,Male,-1.396710415311788,2
0.3346938384180165,-0.582307127931182,-0.9816076713000746,0.20460586743853615,Male,-2.0195933899485476,1
-3.4724519425129574,-0.9279937496684983,1.842243822604407,-1.5025466166841857,Female,1.3085562924130165,2
1.3067336432663952,-0.4599143271356735,-0.636907893835821,1.4174615885600303,Male,0.15046817492548703,2
2.0649277036246643,-0.37981143848508736,2.6798129409943074,0.07529759845845574,Female,-0.6336036030945094,1
-2.3530740961267695,1.9542972380253116,-0.7107916965370107,-0.732133349971017,Male,-0.37759880399537216,0
2.326073986682048,0.3632853898839753,-0.5902144668887703,-2.221802292111003,Female,0.2974130565098613,0
1.3598568694736972,0.460316719880339,-1.9299421465090876,-0.4578256601409463,Male,-1.8701533792408882,2
-0.1337339829441595,-0.1595652819920512,-0.7243311643370298,1.8013235580378033,Male,-1.0418601904423768,1
1.415497093600039,-0.08264646802664086,0.6936919933673923,0.6772334092475246,Female,-0.3713605419278545,1
0.2302792281597823,-1.5560252787859543,1.3467072053512954,1.2925074885659869,Female,0.8689001827053631,2
0.034562118731976454,-0.07153721206451298,-2.570698781606886,2.7091505498402575,Male,-1.8403459396207542,0
1.0901240812262483,-0.8791630156213317,-0.8814628313340871,0.8382416027745663,Male,-0.8103443283233016,2
-1.1753509704256466,-0.8975666850003668,0.6040205736603961,0.9330319497208129,Female,-0.7765176588804817,1
0.987247741009965,-0.675584387414668,1.4544712475809363,-0.7628404962907589,Female,0.5115447491724648,0
-0.6955536336509478,0.14029341068029683,-0.20473742510939474,-0.8804009121991465,Female,1.2617105973579772,0
0.9041195622359021,0.2155070231841089,0.9236345815684444,1.9449898263542713,Male,-2.3375982846055345,1
-3.559487971728202,-0.029816816668827722,1.1020618197428755,-0.8001344261752672,Female,0.5683019519179127,2
1.611419821336876,-0.4507521091651501,-0.21954199938929442,0.9384599790642868,Male,-1.5169272973937986,1
1.4176599530499372,1.0124384368294954,2.49650784240941,0.1527139808226856,Female,-0.39628356102673024,1
-2.4070631653006833,0.3902207843184792,0.23132526912740814,0.3396722854431232,Female,-0.17126332726452576,1
3.23031487936828,0.575060767550441,0.9895039829957996,-2.4018262157311745,Female,-0.789665584151592,1
1.3141191930953762,0.340867845125827,1.5271342900437719,1.1096718722608698,Female,-1.684936240752351,1
-0.20671598182932338,-0.2500146859353622,0.9055212886214544,0.6430711143541447,Female,0.6754399930328834,1
1.5536416428501287,0.6798203458289699,1.1124698901359347,0.3157862902935471,Female,-0.2593703959613938,2
-0.5130288927209881,0.15190975072657917,1.093527682499443,-1.1806473855251998,Female,0.6473695037908922,0
0.1315626308521527,0.24376302151305274,1.8929901524173132,1.5908881238647896,Female,-0.25679980935548863,2
-0.9052637165964607,0.3588897599468525,-0.3243278212713868,0.6564444359461816,Male,-1.57858369632747,1
0.08647035542430404,-0.24105425031666827,-1.0734591500277566,-0.1775250851505532,Male,-2.392225882485348,2
